node_id,username,full_name,party,chamber,out_degree,in_degree,out_strength,in_strength,betweenness,closeness,eigenvector,viral_centrality
469,RepWilson,Frederica Wilson,Democrat,House,24,41,0.103896,0.176828,0.002492,0.445908,0.00531,0.11779
301,RepDLesko,Debbie Lesko,Republican,House,34,62,0.090667,0.359157,0.003067,0.464706,0.106144,0.117734
309,RepFrankLucas,Frank Lucas,Republican,House,9,16,0.098592,0.075484,0.000594,0.403061,0.020054,0.116714
203,RepChuck,Chuck Fleischmann,Republican,House,18,16,0.095785,0.067655,0.001361,0.406867,0.018875,0.116507
319,RepBrianMast,Brian Mast,Republican,House,35,12,0.099415,0.034343,0.001208,0.425112,0.009816,0.115941
368,RepPerlmutter,Ed Perlmutter,Democrat,House,16,35,0.098113,0.146912,0.00222,0.448864,0.00522,0.114986
79,SenatorTester,Jon Tester,,,32,33,0.09707,0.197222,0.004422,0.423214,0.00365,0.114131
224,RepJenniffer,Jenniffer González-Colón,Republican,House,16,33,0.097122,0.216321,0.002957,0.478788,0.014564,0.112971
415,RepSlotkin,Elissa Slotkin,Democrat,House,24,15,0.097633,0.049841,0.001902,0.403748,0.003188,0.112023
131,RepLarryBucshon,Larry Bucshon,Republican,House,11,7,0.097902,0.030712,1.8e-05,0.404092,0.015422,0.111544
94,RepPeteAguilar,Pete Aguilar,Democrat,House,8,12,0.095238,0.066207,0.000843,0.387572,0.000722,0.111426
88,SenWhitehouse,Sheldon Whitehouse,,,36,29,0.09621,0.182391,0.003135,0.412533,0.003406,0.110507
123,CongBoyle,Brendan Boyle,Democrat,House,5,8,0.090323,0.036117,0.000107,0.394671,0.001326,0.110369
7,JohnBoozman,John Boozman,,,26,28,0.097152,0.183854,0.004572,0.427412,0.009229,0.110009
78,SenDanSullivan,Dan Sullivan,,,11,10,0.096154,0.067992,0.000685,0.369447,0.001652,0.109226
412,RepSherrill,Mikie Sherrill,Democrat,House,20,9,0.095607,0.033851,0.000632,0.390123,0.001023,0.109046
119,RepBonamici,Suzanne Bonamici,Democrat,House,35,62,0.09538,0.443782,0.005717,0.491192,0.012396,0.109023
68,SenJackyRosen,Jacky Rosen,,,24,29,0.099187,0.231157,0.001801,0.413613,0.003401,0.108753
243,RepJahanaHayes,Jahana Hayes,Democrat,House,21,16,0.090698,0.063319,0.000728,0.415061,0.001612,0.1085
110,RepBera,Ami Bera,Democrat,House,16,18,0.09589,0.067855,0.001437,0.429348,0.003805,0.107726
28,SenatorFischer,Deb Fischer,,,8,20,0.10084,0.072658,0.00044,0.411816,0.003391,0.107635
20,SenKevinCramer,Kevin Cramer,,,24,18,0.096471,0.078961,0.000705,0.388525,0.00338,0.107555
1,SenJohnBarrasso,John Barrasso,Republican,Senate,19,22,0.094637,0.129438,0.000621,0.411458,0.004573,0.107233
288,RepDavidKustoff,David Kustoff,Republican,House,13,19,0.081633,0.077061,0.000719,0.427412,0.018853,0.106737
36,SenatorHick,John Hickenlooper,,,12,14,0.090439,0.090564,0.000428,0.377389,0.00186,0.106561
474,RepLeeZeldin,Lee Zeldin,Republican,House,25,3,0.090361,0.006793,0.000266,0.375892,0.002734,0.10616
196,RepRonEstes,Ron Estes,Republican,House,7,2,0.078125,0.006739,0.000136,0.322668,7.4e-05,0.104975
166,RepLouCorrea,Lou Correa,Democrat,House,10,3,0.090909,0.007139,0.000184,0.355322,0.000571,0.104375
11,SenCapito,Shelley Moore Capito,,,22,29,0.089613,0.151928,0.001664,0.407567,0.004611,0.103986
5,RoyBlunt,Roy Blunt,,,12,11,0.090551,0.049771,0.000971,0.369159,0.000779,0.103943
352,RepMarieNewman,Marie Newman,Democrat,House,30,25,0.086873,0.097839,0.000711,0.425876,0.003444,0.101981
392,Call_Me_Dutch,Dutch Ruppersberger,Democrat,House,12,23,0.089888,0.167077,0.000482,0.434464,0.005975,0.101625
134,michaelcburgess,Michael Burgess,Republican,House,26,71,0.082667,0.461579,0.005786,0.509677,0.082138,0.100899
97,RepArmstrongND,Kelly Armstrong,Republican,House,15,18,0.084444,0.118981,0.000834,0.423214,0.033084,0.10062
57,lisamurkowski,Lisa Murkowski,,,24,18,0.088652,0.149878,0.000986,0.380112,0.001807,0.100471
44,SenJohnKennedy,John Kennedy,,,18,4,0.083893,0.007908,0.0003,0.377689,0.002845,0.096134
174,WarrenDavidson,Warren Davidson,Republican,House,23,23,0.082218,0.109784,0.001293,0.464706,0.036977,0.095613
233,RepMarkGreen,Mark Green,Republican,House,27,37,0.077882,0.287446,0.002609,0.471173,0.043514,0.094146
0,SenatorBaldwin,Tammy Baldwin,Democrat,Senate,20,26,0.08,0.119889,0.001088,0.407216,0.002298,0.094066
107,RepBarragan,Nanette Barragán,Democrat,House,19,47,0.08254,0.215371,0.003643,0.480243,0.007921,0.093262
345,RepStephMurphy,Stephanie Murphy,Democrat,House,12,16,0.084507,0.099805,0.000558,0.400338,0.004892,0.09241
253,RepHoulahan,Chrissy Houlahan,Democrat,House,21,24,0.081461,0.101651,0.001437,0.44717,0.005929,0.091439
259,JacksonLeeTX18,Sheila Jackson Lee,Democrat,House,24,9,0.079518,0.020873,0.000554,0.411101,0.001021,0.091162
99,RepAuchincloss,Jake Auchincloss,Democrat,House,14,16,0.075758,0.067078,0.000975,0.418358,0.002485,0.09112
297,RepAlLawsonJr,Al Lawson,Democrat,House,8,3,0.074324,0.025453,9e-06,0.349815,0.001029,0.090785
287,RepAnnieKuster,Ann Kuster,Democrat,House,15,18,0.081699,0.103146,0.001264,0.420213,0.002464,0.090497
465,RepWexton,Jennifer Wexton,Democrat,House,14,19,0.080537,0.050695,0.000187,0.428959,0.003588,0.088934
317,RepKManning,Kathy Manning,Democrat,House,18,20,0.07837,0.088283,0.000395,0.411458,0.002813,0.088454
284,RepRonKind,Ron Kind,Democrat,House,10,7,0.077465,0.025711,0.000251,0.37619,0.001632,0.088195
409,PeteSessions,Pete Sessions,Republican,House,16,34,0.069079,0.299419,0.000506,0.453155,0.07969,0.088117
15,SenBillCassidy,Bill Cassidy,,,36,21,0.077247,0.139158,0.003479,0.390123,0.004223,0.087907
222,RepJimmyGomez,Jimmy Gomez,Democrat,House,26,39,0.075356,0.152693,0.00237,0.481707,0.015842,0.087556
377,RepDavidEPrice,David Price,Democrat,House,9,20,0.077586,0.104941,0.000932,0.425876,0.009163,0.08706
411,BradSherman,Brad Sherman,Democrat,House,15,11,0.075893,0.050471,0.000513,0.388206,0.001268,0.086891
170,RepCharlieCrist,Charlie Crist,Democrat,House,15,16,0.074803,0.060719,0.000439,0.407567,0.002678,0.086189
460,RepDWStweets,Debbie Wasserman Schultz,Democrat,House,16,46,0.076453,0.178373,0.003037,0.482197,0.010234,0.085992
312,RepNancyMace,Nancy Mace,Republican,House,31,35,0.073379,0.208669,0.006315,0.475426,0.032669,0.085571
365,BillPascrell,Bill Pascrell,Democrat,House,35,27,0.076549,0.178653,0.002548,0.426259,0.005755,0.085342
72,SenRickScott,Rick Scott,,,41,54,0.075145,0.527795,0.011756,0.476382,0.029472,0.085253
114,RepGusBilirakis,Gus Bilirakis,Republican,House,17,11,0.072022,0.061859,0.001019,0.410745,0.025333,0.083902
89,SenatorWicker,Roger Wicker,,,30,43,0.073082,0.334405,0.004595,0.456208,0.019922,0.083787
189,USRepMikeDoyle,Michael Doyle,Democrat,House,7,5,0.07438,0.018726,1.4e-05,0.36128,0.001073,0.083643
54,SenatorMenendez,Bob Menendez,,,38,51,0.074609,0.254597,0.008976,0.467456,0.005456,0.083516
173,RepDavids,Sharice Davids,Democrat,House,14,11,0.074627,0.07807,0.001047,0.393688,0.002898,0.083394
180,RepDelBene,Suzan DelBene,Democrat,House,18,16,0.074157,0.073766,0.001327,0.410745,0.001782,0.082949
433,RepStricklandWA,Marilyn Strickland,Democrat,House,14,21,0.066421,0.108132,0.000758,0.44717,0.00406,0.082629
281,RepDerekKilmer,Derek Kilmer,Democrat,House,21,20,0.073497,0.133046,0.00314,0.431301,0.009308,0.082428
283,RepYoungKim,Young Kim,Republican,House,27,35,0.06874,0.20189,0.002866,0.471642,0.021978,0.08234
34,HawleyMO,Josh Hawley,,,17,1,0.070621,0.005263,7.3e-05,0.272101,6.4e-05,0.08115
304,RepMikeLevin,Mike Levin,Democrat,House,19,14,0.072254,0.059429,0.000768,0.413613,0.002617,0.080898
47,SenatorLankford,James Lankford,,,25,22,0.070064,0.146165,0.001195,0.408621,0.009342,0.080783
195,RepEspaillat,Adriano Espaillat,Democrat,House,24,15,0.071192,0.057609,0.001941,0.401695,0.001543,0.080223
401,janschakowsky,Jan Schakowsky,,,31,84,0.067696,0.594198,0.006092,0.495816,0.017948,0.079721
442,repdinatitus,Dina Titus,Democrat,House,28,47,0.070261,0.226025,0.00453,0.486653,0.011162,0.078651
75,SenatorSinema,Kyrsten Sinema,,,18,10,0.069277,0.029168,0.000737,0.361556,0.000361,0.077354
472,rep_stevewomack,Steve Womack,Republican,House,19,35,0.064198,0.178751,0.000878,0.434464,0.039778,0.077121
3,MarshaBlackburn,Marsha Blackburn,Republican,Senate,38,18,0.068803,0.078533,0.002471,0.408269,0.004915,0.076794
250,jahimes,Jim Himes,,,9,15,0.065844,0.065171,0.001101,0.448864,0.007169,0.076231
314,RepMalliotakis,Nicole Malliotakis,Republican,House,12,20,0.056548,0.10283,0.000235,0.422837,0.032705,0.075766
463,PeterWelch,Peter Welch,Democrat,House,7,11,0.067708,0.030455,0.000146,0.402036,0.001119,0.075742
230,RepKayGranger,Kay Granger,Republican,House,4,3,0.069231,0.007909,0.000133,0.345481,0.000606,0.075629
299,RepSusieLee,Susie Lee,Democrat,House,17,38,0.067416,0.244916,0.002925,0.462439,0.008938,0.075552
204,RepFletcher,Lizzie Fletcher,Democrat,House,15,20,0.067194,0.066604,0.000706,0.436464,0.003066,0.075186
364,RepChrisPappas,Chris Pappas,Democrat,House,16,9,0.065527,0.109652,0.000177,0.383806,0.005488,0.075035
30,LindseyGrahamSC,Lindsey Graham,,,29,32,0.062847,0.175073,0.003209,0.428184,0.00509,0.074711
216,RepMikeGarcia,Mike Garcia,Republican,House,13,19,0.057471,0.079322,0.000145,0.420586,0.015658,0.074237
353,DonaldNorcross,Donald Norcross,Democrat,House,14,20,0.063366,0.080958,0.000581,0.431301,0.004045,0.073902
361,FrankPallone,Frank Pallone,Democrat,House,21,6,0.059968,0.016745,0.001976,0.368872,0.000448,0.073315
167,RepJimCosta,Jim Costa,Democrat,House,23,38,0.060952,0.190326,0.00511,0.479272,0.007864,0.072829
140,RepMikeCarey,Mike Carey,Republican,House,20,35,0.059091,0.23876,0.001612,0.458414,0.113811,0.072504
462,RepWebster,Daniel Webster,Republican,House,8,20,0.057692,0.071242,0.000288,0.440111,0.024795,0.072461
128,RepBrownley,Julia Brownley,Democrat,House,19,20,0.064865,0.063616,0.001414,0.456208,0.00343,0.072407
43,SenMarkKelly,Mark Kelly,,,19,6,0.065341,0.017865,0.000321,0.324658,0.000128,0.072319
448,RepDavidTrone,David Trone,Democrat,House,15,34,0.06213,0.14054,0.002282,0.461538,0.005882,0.07217
459,michaelgwaltz,Mike Waltz,,,19,21,0.061654,0.093431,0.001893,0.44382,0.020402,0.072031
207,RepLoisFrankel,Lois Frankel,Democrat,House,25,40,0.060554,0.189578,0.002352,0.449289,0.0059,0.071726
454,RepVeasey,Marc Veasey,Democrat,House,10,16,0.064748,0.052371,0.00056,0.427798,0.003656,0.070163
48,SenatorLeahy,Patrick Leahy,,,17,17,0.061584,0.081087,0.001224,0.395,0.001261,0.070161
213,RepGaramendi,John Garamendi,Democrat,House,6,19,0.059701,0.094777,0.000241,0.419469,0.002927,0.069152
316,RepSeanMaloney,Sean Maloney,Democrat,House,8,5,0.058824,0.020024,6.5e-05,0.371182,0.00056,0.06897
282,RepAndyKimNJ,Andy Kim,Democrat,House,11,11,0.057692,0.036521,0.000456,0.396321,0.002329,0.068434
62,RandPaul,Rand Paul,,,12,11,0.059553,0.044847,0.000788,0.378594,0.004482,0.067774
400,RepMGS,Mary Scanlon,Democrat,House,21,72,0.060241,0.405218,0.002466,0.490683,0.013324,0.067354
149,JoaquinCastrotx,Joaquin Castro,Democrat,House,45,53,0.059429,0.287031,0.004513,0.489164,0.016821,0.067125
17,JohnCornyn,John Cornyn,,,51,72,0.058916,0.506804,0.012071,0.484168,0.046684,0.066233
217,RepSylviaGarcia,Sylvia Garcia,Democrat,House,14,25,0.056893,0.131093,0.000662,0.423592,0.003885,0.063092
91,SenToddYoung,Todd Young,,,16,33,0.05567,0.117468,0.002194,0.436464,0.006292,0.062338
394,RepTimRyan,Tim Ryan,Democrat,House,15,27,0.052511,0.167319,0.001057,0.471642,0.008813,0.061292
453,RepJuanVargas,Juan Vargas,Democrat,House,15,32,0.052941,0.135189,0.000568,0.47495,0.006239,0.060777
60,ossoff,Jon Ossoff,,,10,10,0.054348,0.028609,0.000133,0.375892,0.000587,0.060282
308,RepLowenthal,Alan Lowenthal,Democrat,House,15,8,0.052632,0.028124,0.000251,0.378292,0.000771,0.060225
381,RepKathleenRice,Kathleen Rice,Democrat,House,10,21,0.048035,0.125296,0.000643,0.424351,0.003495,0.059461
413,CongMikeSimpson,Mike Simpson,Republican,House,6,4,0.051136,0.021133,3.9e-05,0.374408,0.002975,0.058571
334,RepKweisiMfume,Kweisi Mfume,Democrat,House,6,9,0.05,0.055823,0.000374,0.388206,0.002393,0.058065
325,BettyMcCollum04,Betty McCollum,Democrat,House,19,41,0.047855,0.190243,0.00321,0.465162,0.00561,0.057709
225,RepGonzalez,Vicente Gonzalez,Democrat,House,10,19,0.044355,0.067247,0.001753,0.44717,0.006751,0.057548
96,RepColinAllred,Colin Allred,Democrat,House,18,17,0.048387,0.092226,0.001646,0.417254,0.005123,0.056675
232,RepAlGreen,Al Green,Democrat,House,7,9,0.052326,0.029026,0.000232,0.380112,0.000631,0.056579
435,RepSwalwell,Eric Swalwell,Democrat,House,24,44,0.050351,0.248589,0.004876,0.500528,0.051646,0.055858
227,Lancegooden,Lance Gooden,Republican,House,14,0,0.048518,0,0.0,0.0,0.0,0.055649
363,RepJimmyPanetta,Jimmy Panetta,Democrat,House,15,6,0.046997,0.034879,0.000236,0.36128,0.001605,0.055534
157,repcleaver,Emanuel Cleaver,Democrat,House,15,37,0.045952,0.171767,0.001999,0.456208,0.006538,0.055193
144,JudgeCarter,John Carter,Republican,House,10,21,0.043771,0.074958,0.00058,0.433669,0.03454,0.054192
168,RepJoeCourtney,Joe Courtney,Democrat,House,12,7,0.046667,0.04498,0.000381,0.358277,0.0012,0.052979
366,RepDonaldPayne,Donald Payne,Democrat,House,8,5,0.044534,0.022834,0.000178,0.365177,0.003051,0.05268
153,CongresswomanSC,Sheila Cherfilus-McCormick,Democrat,House,7,31,0.041667,0.123493,0.000956,0.429348,0.002937,0.052493
286,CongressmanRaja,Raja Krishnamoorthi,Democrat,House,27,36,0.045263,0.13843,0.003151,0.467456,0.007059,0.052083
390,RepRoybalAllard,Lucille Roybal-Allard,Democrat,House,20,17,0.043478,0.089976,0.000499,0.403404,0.003493,0.051769
424,Rep_Stansbury,Melanie Stansbury,NAN,House,22,54,0.045992,0.41161,0.003969,0.48318,0.010826,0.051748
182,RepValDemings,Val Demings,Democrat,House,29,6,0.04716,0.022605,0.000184,0.356123,0.000817,0.051732
181,repdelgado,Antonio Delgado,,,14,6,0.046012,0.018506,0.000837,0.385993,0.0018,0.051587
425,RepGregStanton,Greg Stanton,Democrat,House,6,6,0.045872,0.020205,2.9e-05,0.36294,0.000498,0.051569
126,RepAnthonyBrown,Anthony Brown,Democrat,House,18,74,0.044335,0.381303,0.002804,0.502651,0.014553,0.051357
356,RepOHalleran,Tom O'Halleran,Democrat,House,10,0,0.042802,0,0.0,0.0,0.0,0.048599
111,RepDonBeyer,Donald Beyer,Democrat,House,39,109,0.042133,0.63722,0.011466,0.553738,0.041705,0.047858
291,JimLangevin,James Langevin,Democrat,House,15,23,0.041344,0.07794,0.001308,0.448439,0.003145,0.047037
342,RepJoeMorelle,Joe Morelle,Democrat,House,12,13,0.039312,0.066141,0.000368,0.396985,0.00118,0.046759
183,RepDeSaulnier,Mark DeSaulnier,Democrat,House,10,23,0.041451,0.12438,0.000664,0.443405,0.004983,0.046755
419,RepSmucker,Lloyd Smucker,Republican,House,7,8,0.038168,0.030533,0.000369,0.397651,0.007447,0.044757
416,RepAdamSmith,Adam Smith,Democrat,House,24,43,0.038551,0.26605,0.002745,0.454023,0.007165,0.043805
397,RepLindaSanchez,Linda Sánchez,Democrat,House,11,12,0.03681,0.062271,0.000175,0.4,0.002765,0.042091
145,RepTroyCarter,Troy Carter,Democrat,House,15,38,0.036741,0.231392,0.001845,0.473054,0.015633,0.040158
306,USRepLong,Billy Long,Republican,House,10,23,0.03183,0.185878,0.000699,0.436063,0.078661,0.039036
445,NormaJTorres,Norma Torres,Democrat,House,16,24,0.033645,0.093889,0.001233,0.426643,0.002627,0.038536
373,StaceyPlaskett,Stacey Plaskett,Democrat,House,8,25,0.03012,0.123114,0.000397,0.462439,0.007107,0.037056
146,RepEdCase,Ed Case,Democrat,House,7,4,0.030568,0.021149,0.00019,0.348786,0.00083,0.036128
434,RepTomSuozzi,Thomas Suozzi,Democrat,House,5,0,0.030303,0,0.0,0.0,0.0,0.035321
83,SenTuberville,Tommy Tuberville,,,12,11,0.030675,0.036718,0.000483,0.41652,0.005655,0.034127
280,RepDanKildee,Dan Kildee,Democrat,House,7,4,0.02834,0.018445,9.1e-05,0.339056,0.000175,0.033212
121,RepBourdeaux,Carolyn Bourdeaux,Democrat,House,10,12,0.028169,0.066609,0.000534,0.388843,0.002017,0.032893
102,RepDonBacon,Don Bacon,Republican,House,25,55,0.025424,0.42851,0.007454,0.519168,0.046276,0.029144
229,RepJoshG,Josh Gottheimer,Democrat,House,17,53,0.02583,0.212811,0.00474,0.508584,0.012732,0.02908
292,RepRickLarsen,Rick Larsen,Democrat,House,13,60,0.024845,0.316145,0.002935,0.487654,0.01129,0.028227
247,RepBrianHiggins,Brian Higgins,Democrat,House,10,8,0.022917,0.033745,0.000287,0.383185,0.000642,0.027526
240,RepJoshHarder,Josh Harder,Democrat,House,5,0,0.022642,0,0.0,0.0,0.0,0.025284
285,RepKirkpatrick,Ann Kirkpatrick,Democrat,House,4,7,0.020833,0.028337,3.4e-05,0.380417,0.00054,0.023461
197,RepDwightEvans,Dwight Evans,Democrat,House,20,63,0.018957,0.589224,0.001624,0.471642,0.012495,0.021751
187,RepLloydDoggett,Lloyd Doggett,Democrat,House,9,7,0.015504,0.042299,5.6e-05,0.384428,0.00118,0.019456
395,Kilili_Sablan,Gregorio Sablan,Democrat,House,1,1,0.009615,0.014388,0.0,0.244961,9e-06,0.011297
437,claudiatenney,Claudia Tenney,Republican,House,2,37,0.002174,0.161365,6.1e-05,0.461538,0.035709,0.002478
